DATE       TIME ,OB,TU,WD,WG,WS,SI
1/1/20 0:00,42.28,77.89,176.3,4.6,1.49,0
1/1/20 1:00,43.38,73.22,192.3,4.82,1.61,0
1/1/20 2:00,41.66,83,173.9,5.26,1.77,0
1/1/20 3:00,39.58,100.1,70.28,1.97,0.62,0
1/1/20 4:00,39.09,100.1,96.1,3.51,0.58,0
1/1/20 5:00,38.11,100.1,0,0,0,0
1/1/20 6:00,38.11,100.1,131,2.41,0.5,0
1/1/20 7:00,38.66,100.1,178.3,6.58,1.67,0
1/1/20 8:00,38.91,100.1,215.9,3.73,1.04,0
1/1/20 9:00,39.09,100.1,310.5,1.75,0.74,1.45
1/1/20 10:00,40.75,100,331.7,11.4,1.96,0.73
1/1/20 11:00,38.35,100.1,350,1.53,0.19,2.06
1/1/20 12:00,41.6,100,190.3,2.41,0.56,26.91
1/1/20 13:00,43.68,96.6,328.1,10.08,2.48,25.71
1/1/20 14:00,47.65,71.96,290.9,7.01,2.32,37.33
1/1/20 15:00,46.53,68.76,344.5,9.86,2.81,8.71
1/1/20 16:00,46.34,70.51,316.1,8.11,2.17,6.48
1/1/20 17:00,44.69,75.79,338.8,7.23,1.38,0.98
1/1/20 18:00,44.81,66.82,316.1,5.26,1.7,0
1/1/20 19:00,42.86,69.56,312.9,5.04,1.62,0
1/1/20 20:00,41.58,77.31,286.9,2.63,0.46,0
1/1/20 21:00,42.08,71.91,295.4,5.92,1.49,0
1/1/20 22:00,39.63,76.11,3.8,6.58,1.47,0
1/1/20 23:00,38.05,80.8,53.15,1.53,0.11,0
1/2/20 0:00,35.05,94.2,76.27,0.66,0.01,0
1/2/20 1:00,34.44,96.1,220.7,1.97,0.63,0
1/2/20 2:00,33.41,99.8,51.11,1.1,0.08,0
1/2/20 3:00,33.41,99.7,19.7,1.1,0.17,0
1/2/20 4:00,32.74,100.1,336.1,1.1,0.04,0
1/2/20 5:00,33.96,100.1,312.3,1.97,0.27,0
1/2/20 6:00,37.51,80.4,339.8,3.51,0.43,0
1/2/20 7:00,38.68,72.28,352.3,4.38,1.36,0
1/2/20 8:00,36.41,79.07,49.72,2.63,0.57,0
1/2/20 9:00,34.76,86.6,14.93,1.53,0.28,2.38
1/2/20 10:00,38.01,82.3,0,0,0,8.91
1/2/20 11:00,44.32,60.42,339.8,5.48,1.83,29.27
1/2/20 12:00,44.61,61.24,320.5,7.45,1.38,21.77
1/2/20 13:00,45.64,53.74,278.6,6.36,1.85,33.63
1/2/20 14:00,44.46,58.94,278.4,6.14,2.1,15.98
1/2/20 15:00,44.33,53.5,312.7,5.7,1.46,12.08
1/2/20 16:00,43.78,52.94,325.2,3.29,1.3,6.3
1/2/20 17:00,42.61,55.12,3.53,4.82,1.3,1.17
1/2/20 18:00,39.87,62.1,0,0,0,0
1/2/20 19:00,38.53,74.17,297.2,0.88,0.04,0
1/2/20 20:00,38.05,82.1,83.7,1.32,0.09,0
1/2/20 21:00,38.3,77.86,135.1,1.53,0.1,0
1/2/20 22:00,37.93,79.99,0,0,0,0
1/2/20 23:00,38.24,78.87,219.3,2.19,0.46,0
1/3/20 0:00,39.09,77.23,232.3,2.19,0.58,0
1/3/20 1:00,36.4,84.3,29.49,1.53,0.15,0
1/3/20 2:00,33.15,95.2,0,0,0,0
1/3/20 3:00,32.06,99.2,57.93,1.75,0.42,0
1/3/20 4:00,31.63,99.7,57.8,0.88,0.04,0
1/3/20 5:00,31.33,100.1,70.58,2.41,0.66,0
1/3/20 6:00,31.15,100.1,51.91,1.1,0.05,0
1/3/20 7:00,31.41,100.1,0,0,0,0
1/3/20 8:00,31.96,100.1,328.7,1.32,0.08,0
1/3/20 9:00,31.59,100.1,0,0,0,1.55
1/3/20 10:00,33.99,97.7,80.4,1.53,0.2,8.89
1/3/20 11:00,38.34,83.9,0,0,0,14.03
1/3/20 12:00,43.04,64.18,242.1,2.63,1.04,22.73
1/3/20 13:00,44.68,60.19,97.7,1.75,0.63,14.87
1/3/20 14:00,48.34,53.02,193.3,2.63,0.95,29.92
1/3/20 15:00,49.61,48.99,204,2.41,0.58,14.83
1/3/20 16:00,48.67,50.42,66.15,1.75,0.42,8.3
1/3/20 17:00,45.42,59,143.9,0.88,0.06,2.34
1/3/20 18:00,39.01,80.9,81.5,1.75,0.45,0
1/3/20 19:00,35.65,89.9,351.3,1.97,0.26,0
1/3/20 20:00,36.95,72.88,65.78,2.41,0.63,0
1/3/20 21:00,48.85,29.18,136.7,15.12,4.4,0
1/3/20 22:00,50.98,32.67,115.1,20.17,6.03,0
1/3/20 23:00,50.97,30.43,125.5,18.19,6.14,0
1/4/20 0:00,52.61,27.66,118.1,18.63,6.12,0
1/4/20 1:00,54.55,23.34,120,19.29,6.06,0
1/4/20 2:00,50.32,26.2,187.2,10.3,3.58,0
1/4/20 3:00,48.73,30.31,151.8,12.93,3.95,0
1/4/20 4:00,53.75,23.06,131.6,16,5.66,0
1/4/20 5:00,52.45,25.73,141.5,12.71,4.25,0
1/4/20 6:00,48.35,32.88,194.1,5.92,2.61,0
1/4/20 7:00,45.59,38.83,177,10.3,3.36,0
1/4/20 8:00,44.5,42.02,242.7,5.7,2.02,0
1/4/20 9:00,42.3,52.06,308.6,8.99,1.87,0.48
1/4/20 10:00,42.06,57.42,161.5,3.07,1.46,0.86
1/4/20 11:00,42.68,55.11,199,2.63,1.14,3.75
1/4/20 12:00,43.66,60.99,291.1,6.58,1.35,4.87
1/4/20 13:00,44.89,62.7,298.8,6.36,1.81,22.68
1/4/20 14:00,45.12,57.03,296.7,10.74,2.75,16.3
1/4/20 15:00,44.38,47.27,328.2,8.33,2.62,4.52
1/4/20 16:00,45.85,31.56,312.6,10.96,3.28,12.84
1/4/20 17:00,43.46,34.8,314.8,10.52,2,1.59
1/4/20 18:00,37.35,48.68,54.34,1.75,0.46,0
1/4/20 19:00,34.73,62.42,283.7,1.97,0.93,0
1/4/20 20:00,31.37,74.08,313.8,1.53,0.34,0
1/4/20 21:00,28.56,82.4,188,1.75,0.22,0
1/4/20 22:00,29.24,86.3,81.5,1.75,0.38,0
1/4/20 23:00,29.55,83.9,234.6,3.29,0.66,0
1/5/20 0:00,29.63,89.9,238.6,2.41,0.27,0
1/5/20 1:00,32.45,75.51,253.5,2.19,0.48,0
1/5/20 2:00,31.29,78.76,216.1,1.32,0.11,0
1/5/20 3:00,37.17,56.05,156.7,4.16,1.06,0
1/5/20 4:00,34.65,63.6,99.5,1.1,0.2,0
1/5/20 5:00,33.79,68.49,313.9,1.53,0.2,0
1/5/20 6:00,34.4,63.46,337.6,2.85,0.81,0
1/5/20 7:00,33.79,67.16,247,3.95,1.1,0
1/5/20 8:00,33.54,69.3,69.41,1.53,0.3,0
1/5/20 9:00,31.33,95.4,322.8,3.29,0.39,1.17
1/5/20 10:00,31.58,100.1,260.9,1.53,0.45,3.13
1/5/20 11:00,32.5,98.9,125.8,2.19,0.54,11.15
1/5/20 12:00,33.66,95.2,180.5,3.51,1.02,13.64
1/5/20 13:00,35.19,86.9,155.8,1.53,0.54,12.24
1/5/20 14:00,38.31,76.37,168.7,4.6,1.96,31.61
1/5/20 15:00,38.85,73.2,137.5,4.38,1.8,19.16
1/5/20 16:00,39.03,70.94,162.2,3.51,1.27,4.59
1/5/20 17:00,37.25,79.6,150,3.95,1.39,0.82
1/5/20 18:00,34.44,99.1,134.6,5.26,1.5,0
1/5/20 19:00,34.81,99.1,202,2.63,0.49,0
1/5/20 20:00,35.25,99.3,339.3,4.6,1.21,0
1/5/20 21:00,32.8,100.1,162.7,1.75,0.11,0
1/5/20 22:00,30.77,100.1,238.9,1.75,0.44,0
1/5/20 23:00,29.74,100.1,21.26,1.53,0.21,0
1/6/20 0:00,29.33,100.1,66.92,1.32,0.08,0
1/6/20 1:00,29.39,100.1,0,0,0,0
1/6/20 2:00,29.02,100.1,21.82,1.32,0.06,0
1/6/20 3:00,28.53,100.1,46.45,1.32,0.18,0
1/6/20 4:00,27.37,100.1,67.65,1.97,0.3,0
1/6/20 5:00,27.93,100.1,211.6,1.32,0.15,0
1/6/20 6:00,27.81,100.1,0,0,0,0
1/6/20 7:00,28.73,100.1,57.73,1.97,0.43,0
1/6/20 8:00,29.58,100.1,91.6,1.53,0.46,0.01
1/6/20 9:00,31.48,100.1,175.8,2.19,0.31,1.86
1/6/20 10:00,37.18,83.1,67.4,8.33,3.54,5.14
1/6/20 11:00,37.48,81.8,161.7,2.41,0.82,5.22
1/6/20 12:00,39.44,76.29,195,1.75,0.33,6.73
1/6/20 13:00,39.97,77.09,61.31,1.97,0.91,6.63
1/6/20 14:00,41.01,66.89,162.8,3.95,1.03,7.43
1/6/20 15:00,40.69,64,44.32,5.92,1.22,3.69
1/6/20 16:00,36.95,97.2,75.09,1.75,0.14,2.53
1/6/20 17:00,36.71,100.1,149,2.63,0.79,0.7
1/6/20 18:00,36.53,100.1,227.3,1.97,0.87,0
1/6/20 19:00,36.23,100.1,79.07,1.53,0.32,0
1/6/20 20:00,35.98,100.1,0,0,0,0
1/6/20 21:00,36.04,100.1,70.31,1.32,0.22,0
1/6/20 22:00,37.39,100,108.3,3.29,0.72,0
1/6/20 23:00,37.58,97.2,200.3,1.53,0.09,0
1/7/20 0:00,37.39,95.7,212.6,1.75,0.2,0
1/7/20 1:00,34.21,100.1,50.31,1.32,0.14,0
1/7/20 2:00,33.23,100.1,0,0,0,0
1/7/20 3:00,34.21,100.1,16.81,1.53,0.22,0
1/7/20 4:00,34.27,100.1,0,0,0,0
1/7/20 5:00,34.76,100,309.8,1.53,0.1,0
1/7/20 6:00,34.21,100.1,312.1,1.53,0.35,0
1/7/20 7:00,38.07,88.9,161.4,3.51,0.97,0
1/7/20 8:00,36.12,87,234.3,3.51,0.97,0.01
1/7/20 9:00,32.45,100.1,124.4,1.53,0.08,2.64
1/7/20 10:00,35.89,93.2,82.9,1.97,0.7,11.77
1/7/20 11:00,49.48,47.62,157.5,8.99,2.93,25.26
1/7/20 12:00,50.74,42.79,126,11.84,3.94,28.38
1/7/20 13:00,52.98,44.19,160.2,9.43,2.8,32.99
1/7/20 14:00,51.85,42.04,133.7,12.49,3.72,23.29
1/7/20 15:00,53.19,41.02,136.6,11.18,3.87,18.42
1/7/20 16:00,52.2,41.71,130.7,10.74,3.74,8.24
1/7/20 17:00,52.39,39.2,132.6,12.71,4.17,3.11
1/7/20 18:00,51.41,39.13,140.2,10.08,3.25,0
1/7/20 19:00,45.84,51.72,300.5,2.85,0.9,0
1/7/20 20:00,40.22,69.32,325.2,1.32,0.18,0
1/7/20 21:00,39.31,78.7,238,2.41,0.7,0
1/7/20 22:00,37.92,88.6,255.3,3.07,0.74,0
1/7/20 23:00,35.84,94.4,73.33,1.32,0.11,0
1/8/20 0:00,35.3,97.3,318.8,0.88,0.02,0
1/8/20 1:00,34.32,99.9,27.98,2.19,0.75,0
1/8/20 2:00,35.18,92.9,107.2,1.53,0.18,0
1/8/20 3:00,34.88,96.7,33.22,2.85,0.73,0
1/8/20 4:00,34.39,97.2,26.43,2.63,0.5,0
1/8/20 5:00,34.21,98.1,61.17,1.97,0.66,0
1/8/20 6:00,33.9,98.4,91.6,1.53,0.24,0
1/8/20 7:00,34.39,99.7,61.72,1.97,0.3,0
1/8/20 8:00,35.25,97.6,197.4,1.1,0.2,0
1/8/20 9:00,35.55,97.2,72.06,1.1,0.56,1.65
1/8/20 10:00,38.62,88.4,130.9,2.85,0.43,8.6
1/8/20 11:00,43.27,55.97,185.8,5.92,1.63,25.39
1/8/20 12:00,44.36,51.36,283.5,8.33,1.99,13.7
1/8/20 13:00,45.15,51.38,284,5.04,1.58,10.49
1/8/20 14:00,45.14,46.7,300.2,9.21,2.47,7.9
1/8/20 15:00,45.07,49,310,8.99,2.29,9.49
1/8/20 16:00,44.76,54.84,285.5,4.38,0.99,7.17
1/8/20 17:00,42.49,60.61,283.4,8.99,2.21,1.4
1/8/20 18:00,38.03,86.6,354.9,13.15,3.78,0
1/8/20 19:00,38.1,89.7,10.82,3.51,1.14,0
1/8/20 20:00,38.78,76.22,46.48,4.82,1.81,0
1/8/20 21:00,36.33,85.5,203.8,1.32,0.09,0
1/8/20 22:00,35.79,88,30.36,1.1,0.04,0
1/8/20 23:00,34.68,99,253.5,1.75,0.29,0
1/9/20 0:00,32.79,100.1,0,0,0,0
1/9/20 1:00,32.3,100.1,0,0,0,0
1/9/20 2:00,32.43,100.1,0,0,0,0
1/9/20 3:00,32.25,100.1,0,0,0,0
1/9/20 4:00,32.25,100.1,0,0,0,0
1/9/20 5:00,32.37,100.1,0,0,0,0
1/9/20 6:00,32.25,100.1,0,0,0,0
1/9/20 7:00,32.06,100.1,0,0,0,0
1/9/20 8:00,32.12,100.1,0,0,0,0
1/9/20 9:00,32.31,100,0,0,0,0.85
1/9/20 10:00,32.8,100,0,0,0,2.76
1/9/20 11:00,33.29,100.1,303.1,7.45,1.34,12.13
1/9/20 12:00,33.1,95.5,330.1,8.11,2,15.79
1/9/20 13:00,35.13,89.5,312.1,8.11,2.18,27.03
1/9/20 14:00,36.29,78.01,305.9,4.38,1.33,28.6
1/9/20 15:00,35.24,79.29,315.7,9.21,2.26,12.8
1/9/20 16:00,35.05,76.12,324.7,7.67,2.15,5.59
1/9/20 17:00,35.06,57.97,294.9,10.96,2.1,4.57
1/9/20 18:00,32.67,62.62,327.2,3.51,1.26,0
1/9/20 19:00,30.35,71.58,59.63,1.75,0.97,0
1/9/20 20:00,28.82,79.62,0,0,0,0
1/9/20 21:00,28.84,86.2,28.93,1.75,0.64,0
1/9/20 22:00,27.92,84.1,57.19,1.75,0.54,0
1/9/20 23:00,27.61,85.4,47.03,1.53,0.1,0
1/10/20 0:00,27.68,90,30.31,1.1,0.29,0
1/10/20 1:00,27.01,91.3,359.2,1.53,0.34,0
1/10/20 2:00,27.26,84.6,150.7,2.85,0.2,0
1/10/20 3:00,27.7,85.2,94.2,1.53,0.34,0
1/10/20 4:00,26.65,84,124.7,3.07,0.33,0
1/10/20 5:00,23.77,97.1,50.02,1.32,0.13,0
1/10/20 6:00,22.97,96.6,57.37,1.53,0.21,0
1/10/20 7:00,21.69,100.1,41.31,1.32,0.09,0
1/10/20 8:00,21.88,100.1,39.95,0.88,0.02,0.02
1/10/20 9:00,26.24,85.2,64.74,2.85,0.7,2.76
1/10/20 10:00,30.84,63.09,163.1,3.95,1.27,16.5
1/10/20 11:00,34.93,58.91,150,4.82,1.75,21.13
1/10/20 12:00,35.6,55.95,125.6,8.77,2.62,19.3
1/10/20 13:00,36.07,52.83,130.2,8.77,3.52,18.87
1/10/20 14:00,35.21,55.19,123,15.12,4.37,11.21
1/10/20 15:00,35.88,50.06,135.2,14.69,4.77,9.65
1/10/20 16:00,36.05,49.88,127.2,14.47,4.75,5.44
1/10/20 17:00,36.54,49.09,121,14.03,4.86,0.9
1/10/20 18:00,37.21,49.03,107.1,15.34,4.79,0
1/10/20 19:00,37.95,48.23,101.7,16.22,5.8,0
1/10/20 20:00,38.13,47.4,103,16.22,6.67,0
1/10/20 21:00,38.68,44.86,117.1,21.26,5.19,0
1/10/20 22:00,37.02,53.64,130.7,13.59,4.36,0
1/10/20 23:00,37.21,67.14,115.7,16.66,4.89,0
1/11/20 0:00,36.72,70.27,126.7,12.93,4.44,0
1/11/20 1:00,36.96,67.39,159.4,9.21,2.85,0
1/11/20 2:00,36.17,74.81,147.6,10.3,2.54,0
1/11/20 3:00,35.62,77.38,188.5,5.7,2.02,0
1/11/20 4:00,37.02,72.79,162.7,7.45,2.69,0
1/11/20 5:00,33.53,98.7,174.4,9.64,2.71,0
1/11/20 6:00,34.7,96.8,182.3,4.16,1.31,0
1/11/20 7:00,35.06,98,180.9,4.6,1.37,0
1/11/20 8:00,37.15,79.97,174.5,6.8,2.14,0
1/11/20 9:00,37.7,75.54,146.9,6.36,2.34,1.04
1/11/20 10:00,37.76,75.28,144.6,10.74,3.54,2.28
1/11/20 11:00,37.39,85.3,119.2,2.63,0.76,3.14
1/11/20 12:00,33.84,98.9,113.8,2.41,0.6,2.5
1/11/20 13:00,33.35,100.1,125.1,3.95,1.03,4.81
1/11/20 14:00,34.76,100.1,71.11,2.41,1.25,8.83
1/11/20 15:00,37.94,100.1,183.5,2.85,1.02,29.65
1/11/20 16:00,37.02,100.1,190.2,3.29,0.95,4.7
1/11/20 17:00,36.96,100.1,73.42,1.97,0.34,3.91
1/11/20 18:00,35.92,100.1,0,0,0,0
1/11/20 19:00,35.19,100.1,43.89,4.38,0.95,0
1/11/20 20:00,34.94,100.1,50.29,2.63,0.62,0
1/11/20 21:00,33.47,100.1,154.9,1.32,0.11,0
1/11/20 22:00,32.86,100,38.97,1.75,0.22,0
1/11/20 23:00,32.49,100.1,22.83,1.53,0.22,0
1/12/20 0:00,32.43,100.1,198.2,1.97,0.59,0
1/12/20 1:00,32.19,100.1,158.6,1.97,0.28,0
1/12/20 2:00,31.76,96.5,0,0,0,0
1/12/20 3:00,33.54,89.6,278.2,4.82,1.16,0
1/12/20 4:00,32.51,97.6,313.2,3.29,0.62,0
1/12/20 5:00,31.58,100.1,50.57,2.63,1.02,0
1/12/20 6:00,31.4,100.1,0,0,0,0
1/12/20 7:00,31.53,100.1,0,0,0,0
1/12/20 8:00,31.1,100.1,0,0,0,0
1/12/20 9:00,31.84,100,0,0,0,0.74
1/12/20 10:00,32.02,100.1,0,0,0,1.17
1/12/20 11:00,31.84,100.1,134.5,7.45,1.77,2.59
1/12/20 12:00,32.2,100.1,139.2,6.14,1.31,2.28
1/12/20 13:00,33.06,100.1,146.3,8.99,2.57,6.73
1/12/20 14:00,35.5,83.6,140.8,13.15,4.4,21.78
1/12/20 15:00,36.72,76.2,147,10.3,3.61,13.91
1/12/20 16:00,37.76,67.86,141.9,12.93,4.23,5.54
1/12/20 17:00,37.64,67.11,131.1,11.4,4.29,1.32
1/12/20 18:00,36.72,76.32,140.2,13.15,4.09,0
1/12/20 19:00,37.94,67.56,133.8,16.44,4.53,0
1/12/20 20:00,38.74,73.27,228.6,6.58,1.97,0
1/12/20 21:00,37.45,73.69,183.3,4.82,1.91,0
1/12/20 22:00,32.61,100.1,46.19,4.6,1.09,0
1/12/20 23:00,31.63,100.1,308,1.53,0.25,0
1/13/20 0:00,30.11,100.1,104.9,1.32,0.28,0
1/13/20 1:00,29.75,100.1,160.7,2.19,0.26,0
1/13/20 2:00,29.51,100.1,16.19,1.32,0.16,0
1/13/20 3:00,29.7,100.1,29.32,2.85,0.47,0
1/13/20 4:00,28.9,98.2,38.11,1.97,0.51,0
1/13/20 5:00,27.55,100.1,49.23,1.32,0.19,0
1/13/20 6:00,28.29,97.5,56.96,1.75,0.46,0
1/13/20 7:00,28.18,85.9,28.29,2.63,1.09,0
1/13/20 8:00,27.02,90.7,70.77,1.53,0.19,0.01
1/13/20 9:00,30.33,79.45,62.35,2.19,0.59,3.14
1/13/20 10:00,32.6,65.52,81.7,2.41,1.23,6.71
1/13/20 11:00,35.96,53.29,135,5.04,1.68,19.23
1/13/20 12:00,36.32,51.04,94.7,3.73,1.39,14.8
1/13/20 13:00,36.93,47.08,85.2,2.19,1.32,16.49
1/13/20 14:00,37.59,43.51,156.7,4.16,1.44,11.81
1/13/20 15:00,36.05,50.64,139.1,6.8,1.9,8.67
1/13/20 16:00,35.49,55.68,302.7,6.36,1.68,3.29
1/13/20 17:00,30.96,98.7,127.7,3.95,1.5,1.14
1/13/20 18:00,30.72,97.7,123.2,5.04,1.46,0
1/13/20 19:00,32.94,76.63,105.2,8.77,2.96,0
1/13/20 20:00,34.6,62.99,125.9,9.43,2.87,0
1/13/20 21:00,31.6,83.8,129,14.03,4.51,0
1/13/20 22:00,31.47,98.6,135.6,13.37,4.14,0
1/13/20 23:00,32.21,100.1,142.3,10.52,3.79,0
1/14/20 0:00,33.31,100,207,8.11,2.01,0
1/14/20 1:00,35.52,87.7,143.8,13.15,4.55,0
1/14/20 2:00,36.25,78.7,151.4,14.03,3.24,0
1/14/20 3:00,36.24,78.5,158.4,6.36,2.13,0
1/14/20 4:00,35.44,80.6,148.5,6.36,2.23,0
1/14/20 5:00,33.72,89,173.3,4.82,1.21,0
1/14/20 6:00,29.39,98.8,34,1.53,0.47,0
1/14/20 7:00,30,93.8,21.48,0.88,0.04,0
1/14/20 8:00,29.27,96.4,82.7,1.32,0.11,0.01
1/14/20 9:00,28.78,97.8,76.21,1.1,0.04,3.08
1/14/20 10:00,33.08,79.18,184.9,2.41,0.47,13.12
1/14/20 11:00,36.5,65.23,158.4,3.73,1.53,31.26
1/14/20 12:00,37.85,57.64,169.8,5.26,2.43,31.97
1/14/20 13:00,39.91,48.66,294.1,9.43,2.59,46.62
1/14/20 14:00,36.95,50.16,325.7,7.45,2.63,10.2
1/14/20 15:00,29.72,100.1,346.1,4.82,1.62,1.55
1/14/20 16:00,30.71,98.5,215.5,2.19,0.86,3.44
1/14/20 17:00,29.98,97.2,136.2,2.63,0.53,1.12
1/14/20 18:00,28.15,99.6,68.14,1.53,0.22,0
1/14/20 19:00,25.53,100.1,79.22,1.32,0.36,0
1/14/20 20:00,25.1,100.1,140.7,1.1,0.05,0
1/14/20 21:00,23.46,100.1,232.5,1.32,0.12,0
1/14/20 22:00,25.61,100.1,100.5,1.97,0.36,0
1/14/20 23:00,25.18,100.1,18.62,1.53,0.25,0
1/15/20 0:00,22.85,100.1,157.1,1.1,0.08,0
1/15/20 1:00,23.1,100.1,186,1.75,0.41,0
1/15/20 2:00,23.04,100.1,85.3,1.75,0.16,0
1/15/20 3:00,21.57,100.1,8.39,2.41,0.47,0
1/15/20 4:00,19.06,100.1,0,0,0,0
1/15/20 5:00,18.33,100.1,74.66,1.1,0.1,0
1/15/20 6:00,18.15,100.1,70.59,0.66,0.03,0
1/15/20 7:00,19.2,100,320.6,2.19,0.61,0
1/15/20 8:00,20.93,100.1,40.08,1.97,0.26,0
1/15/20 9:00,23.69,100.1,29.88,1.32,0.28,1.37
1/15/20 10:00,31.65,57.53,126.7,10.74,2.96,6.72
1/15/20 11:00,34.65,43.08,120.7,11.18,4.04,36.08
1/15/20 12:00,35.3,44.19,121.5,14.69,4.15,36.28
1/15/20 13:00,36.87,42.19,123.1,14.91,5.07,40.1
1/15/20 14:00,36.19,42.67,118.9,13.59,4.68,14.97
1/15/20 15:00,36.97,40.58,95.9,17.54,7.07,18.72
1/15/20 16:00,38.01,40.73,98.3,19.07,7.96,21.67
1/15/20 17:00,36.72,40.43,99,23.89,8.23,1.88
1/15/20 18:00,37.09,38.71,95.1,19.95,8.98,0.02
1/15/20 19:00,38.25,35.96,98.6,19.07,8.82,0
1/15/20 20:00,39.05,33.53,102,21.48,7.38,0
1/15/20 21:00,41.44,30.67,105,17.54,6.16,0
1/15/20 22:00,43.03,28.34,133.5,13.15,5.28,0
1/15/20 23:00,43.14,30.89,146.3,17.1,3.39,0
1/16/20 0:00,35.97,56.74,122.8,5.48,1.61,0
1/16/20 1:00,36.96,53.78,162.9,7.23,2.37,0
1/16/20 2:00,37.33,51.33,192.5,5.7,1.68,0
1/16/20 3:00,37.58,49.25,171.4,9.43,3.22,0
1/16/20 4:00,39.6,41.49,164.8,8.77,2.42,0
1/16/20 5:00,45.05,33.46,155.9,7.89,2.82,0
1/16/20 6:00,36.9,55.74,326.6,3.07,1.4,0
1/16/20 7:00,31.51,74.8,312.2,2.63,0.77,0
1/16/20 8:00,32,75.35,296.4,3.51,1.36,0.01
1/16/20 9:00,47.65,31.79,136.7,13.37,5.04,3.95
1/16/20 10:00,48.12,32.87,110.2,12.93,4.63,11.38
1/16/20 11:00,48.16,34.12,113,10.3,3.45,20.31
1/16/20 12:00,48.94,31.83,139.1,9.64,3.13,11.85
1/16/20 13:00,51.38,28.26,127.6,22.8,5.49,35.46
1/16/20 14:00,52.59,28.09,128,23.45,6.6,36.84
1/16/20 15:00,51.53,29.29,119.6,15.56,5.22,19.89
1/16/20 16:00,51.78,28.91,119.8,16.44,6.27,13.01
1/16/20 17:00,50.67,30.78,119.4,15.12,4.36,3.32
1/16/20 18:00,48.9,34.08,109.6,8.55,2.95,0.04
1/16/20 19:00,43.03,43.17,300.7,2.63,1.15,0
1/16/20 20:00,40.16,60.28,63.75,8.55,2.35,0
1/16/20 21:00,40.23,61.27,99.4,5.26,1.78,0
1/16/20 22:00,40.49,57.05,208.4,4.6,1.51,0
1/16/20 23:00,41.04,61.14,131.4,4.6,0.89,0
1/17/20 0:00,41.35,60.25,157.9,7.01,1.79,0
1/17/20 1:00,39.7,63.53,170.6,4.82,1.28,0
1/17/20 2:00,38.17,65.36,287,7.23,1.55,0
1/17/20 3:00,34.8,80.7,308.9,10.74,2.21,0
1/17/20 4:00,34.49,76.06,337.6,4.6,1.63,0
1/17/20 5:00,34.01,70.64,323,8.33,1.5,0
1/17/20 6:00,32.05,68.48,332.6,5.7,1.65,0
1/17/20 7:00,31.94,62.91,311.8,6.8,1.5,0
1/17/20 8:00,31.57,62.22,341.3,6.8,2.17,0.01
1/17/20 9:00,31.08,65.08,333.7,5.48,1.11,3.81
1/17/20 10:00,33.35,55.74,307.4,4.6,1.18,19.3
1/17/20 11:00,34.64,50.25,323.3,6.58,2.58,30.62
1/17/20 12:00,36.65,47.41,322,5.26,1.71,36.94
1/17/20 13:00,38.3,43.68,0.13,7.23,2.14,39.86
1/17/20 14:00,39.58,39.11,323.5,5.48,1.7,36.99
1/17/20 15:00,40.37,40.1,353.4,5.92,1.79,29.53
1/17/20 16:00,40.06,39.93,3.17,3.51,1.22,18.86
1/17/20 17:00,38.15,43.28,36.58,5.48,1.58,2.35
1/17/20 18:00,34.24,55.05,37.98,2.19,0.48,0.03
1/17/20 19:00,32.35,66.36,258.6,2.19,0.68,0
1/17/20 20:00,31.2,68.09,247.6,1.1,0.05,0
1/17/20 21:00,31.27,75.77,335.6,0.66,0.01,0
1/17/20 22:00,33.85,64.63,158.9,3.51,0.47,0
1/17/20 23:00,35.2,53.85,200.6,3.51,1.23,0
1/18/20 0:00,35.07,54.03,174.1,2.63,0.74,0
1/18/20 1:00,33.97,52.65,295.9,2.19,0.55,0
1/18/20 2:00,31.89,62.22,268.9,2.63,0.21,0
1/18/20 3:00,31.41,64.81,252.4,1.32,0.23,0
1/18/20 4:00,29.88,71.35,44.1,1.53,0.15,0
1/18/20 5:00,28.16,82.7,243.6,2.19,0.26,0
1/18/20 6:00,31.48,78.96,227.9,3.73,0.27,0
1/18/20 7:00,38.29,41.69,130.6,12.28,4.08,0
1/18/20 8:00,37.48,44.99,113.5,7.89,2.58,0.01
1/18/20 9:00,39.32,41.83,114.8,10.74,3.22,3.61
1/18/20 10:00,40.64,38.76,128.9,10.52,3.3,9.3
1/18/20 11:00,41.38,47.2,306.4,3.73,1.58,28.23
1/18/20 12:00,42.59,44.57,180,6.8,1.56,20.31
1/18/20 13:00,42.46,38.11,180.3,8.55,3.34,18.24
1/18/20 14:00,42.27,40.06,232.9,3.73,1.73,9.19
1/18/20 15:00,42.14,43.41,209.9,3.07,0.94,11.39
1/18/20 16:00,42.21,45.46,98.2,8.11,3.71,13.19
1/18/20 17:00,41.65,47.1,129.4,6.36,1.32,2.42
1/18/20 18:00,40.37,54.72,166.5,3.73,0.61,0.03
1/18/20 19:00,40.43,53.17,77.7,3.95,0.8,0
1/18/20 20:00,38.54,63.17,62.86,1.32,0.21,0
1/18/20 21:00,37.44,68.33,285.6,1.32,0.06,0
1/18/20 22:00,37.44,64.6,248.9,1.97,0.26,0
1/18/20 23:00,36.09,65.89,242.9,1.75,0.19,0
1/19/20 0:00,34.69,70.99,160.7,0.88,0.04,0
1/19/20 1:00,31.02,83.1,0,0,0,0
1/19/20 2:00,28.2,92.3,58.88,0.66,0.02,0
1/19/20 3:00,27.92,95.1,18.48,2.41,0.29,0
